shopify_id,handle,title,old_canonical,new_canonical,redirect_required,redirect_from,redirect_to,category_path,parent_categories,brand_pages,status,error_message
gid://shopify/Product/6930798870609,shanga-mesh-combo,Shanga Mesh Combo,/horse/rugs/shanga-mesh-combo,/horse/rugs/mesh/shanga-mesh-combo,1,/horse/rugs/shanga-mesh-combo,/horse/rugs/mesh/shanga-mesh-combo,/horse/rugs/mesh,"[""/horse/rugs"",""/horse""]",[],success,
gid://shopify/Product/6930798936145,shanga-towel-rug,Shanga Towel Rug,/horse/rugs/shanga-towel-rug,/horse/rugs/shanga-towel-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6931726008401,007-mineral-salt-blocks,007 Mineral Salt Blocks by Essential Minerals - Get a Quote Today,/horse/stable/007-mineral-salt-blocks,/horse/veterinary/007-mineral-salt-blocks,1,/horse/stable/007-mineral-salt-blocks,/horse/veterinary/007-mineral-salt-blocks,/horse/veterinary,"[""/horse""]",[],success,
gid://shopify/Product/6935106814033,ca-coolite-rug,Coolite Show Rug CA,/horse/rugs/ca-coolite-rug,/horse/rugs/ca-coolite-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935126278225,eureka-mini-canvas-rug,Canvas Mini Rug - Eureka,/horse/rugs/eureka-mini-canvas-rug,/horse/rugs/eureka-mini-canvas-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935126310993,eureka-mini-synthetic-combo,Synthetic Combo Horse Rug - Eureka Mini,/horse/rugs/eureka-mini-synthetic-combo,/horse/rugs/eureka-mini-synthetic-combo,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935126343761,hamilton-canvas-rugs,Hamilton Show Rug Canvas,/horse/rugs/hamilton-canvas-rugs,/horse/rugs/hamilton-canvas-rugs,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935126376529,collar-check-rug-hood-and-tail-bag-set,"Check Collar Show Rug, Hood, and Tail Bag Set",/horse/rugs/collar-check-rug-hood-and-tail-bag-set,/horse/rugs/collar-check-rug-hood-and-tail-bag-set,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935126409297,kentucky-horsewear-heavy-fleece-rug,Heavy Fleece Show Kentucky Horse Rug From Horsewear,/horse/rugs/kentucky-horsewear-heavy-fleece-rug,/horse/rugs/kentucky-horsewear-heavy-fleece-rug,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky"",""/brands/horseware-australia""]",success,
gid://shopify/Product/6935126442065,kentucky-horsewear-magnetic-rug-recuptex,Kentucky Horsewear Recuptex Magnetic Horse Boots,/horse/rugs/kentucky-horsewear-magnetic-rug-recuptex,/horse/boots/therapy/kentucky-horsewear-magnetic-rug-recuptex,1,/horse/rugs/kentucky-horsewear-magnetic-rug-recuptex,/horse/boots/therapy/kentucky-horsewear-magnetic-rug-recuptex,/horse/boots/therapy,"[""/horse/boots"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935126474833,kentucky-horsewear-mesh-cooler-combo,Kentucky Horsewear's Mesh Cooler Combo Show Rug,/horse/rugs/kentucky-horsewear-mesh-cooler-combo,/horse/rugs/kentucky-horsewear-mesh-cooler-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935126540369,kentucky-horsewear-mesh-fly-combo,Kentucky Horsewear Mesh Fly Combo,/horse/rugs/kentucky-horsewear-mesh-fly-combo,/horse/bonnets/fly-masks/kentucky-horsewear-mesh-fly-combo,1,/horse/rugs/kentucky-horsewear-mesh-fly-combo,/horse/bonnets/fly-masks/kentucky-horsewear-mesh-fly-combo,/horse/bonnets/fly-masks,"[""/horse/bonnets"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935126573137,kentucky-rug-tail-cord,Cord Tail Kentucky Horse Rug,/horse/rugs/accessories/kentucky-rug-tail-cord,/horse/rugs/accessories/kentucky-rug-tail-cord,,,,/horse/rugs/accessories,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935126605905,kentucky-horsewear-velvet-show-rug,Kentucky Horsewear's Velvet Show Rug,/horse/rugs/kentucky-horsewear-velvet-show-rug,/horse/rugs/kentucky-horsewear-velvet-show-rug,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935126638673,kentucky-sheepskin-rug-bib-chest-protection,Sheepskin Rug Bib Chest Protection by Kentucky Horsewear,/horse/rugs/accessories/kentucky-sheepskin-rug-bib-chest-protection,/horse/rugs/accessories/kentucky-sheepskin-rug-bib-chest-protection,,,,/horse/rugs/accessories,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935126736977,kentucky-stable-rug-0g,0g Kentucky Horse Rug For Stable,/horse/rugs/kentucky-stable-rug-0g,/horse/rugs/kentucky-stable-rug-0g,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935126769745,shanga-airflow-combo,Shanga Airflow Combo,/horse/rugs/shanga-airflow-combo,/horse/rugs/shanga-airflow-combo,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935127064657,kentucky-show-rug-160g,Kentucky Horse Rug - 160g Show Rug,/horse/rugs/kentucky-show-rug-160g,/horse/rugs/kentucky-show-rug-160g,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935127097425,shanga-bug-rug-recovery-head-piece,Shanga Bug Rug - Recovery Head Piece,/horse/rugs/shanga-bug-rug-recovery-head-piece,/horse/bonnets/fly-masks/shanga-bug-rug-recovery-head-piece,1,/horse/rugs/shanga-bug-rug-recovery-head-piece,/horse/bonnets/fly-masks/shanga-bug-rug-recovery-head-piece,/horse/bonnets/fly-masks,"[""/horse/bonnets"",""/horse""]",[],success,
gid://shopify/Product/6935127130193,shanga-bug-rug-recovery-combo,Shanga Bug Rug - Recovery Combo,/horse/rugs/shanga-bug-rug-recovery-combo,/horse/rugs/shanga-bug-rug-recovery-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6935127162961,shanga-light-mesh-set,Shanga Show Rug in Light Mesh Design,/horse/rugs/summer/shanga-light-mesh-set,/horse/rugs/summer/shanga-light-mesh-set,,,,/horse/rugs/summer,"[""/horse/rugs"",""/horse""]",[],success,
gid://shopify/Product/6935127195729,shanga-econo-ripstop-combo,Shanga Econo Ripstop Combo,/horse/rugs/shanga-econo-ripstop-combo,/horse/rugs/shanga-econo-ripstop-combo,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935127228497,shanga-stable-rug,Shanga Stable Rug,/horse/rugs/shanga-stable-rug,/horse/rugs/shanga-stable-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935127261265,shanga-ripstop-combo,Shanga Ripstop Combo,/horse/rugs/shanga-ripstop-combo,/horse/rugs/shanga-ripstop-combo,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935127294033,shanga-white-ripstop-rug,Shanga White Ripstop Rug,/horse/rugs/shanga-white-ripstop-rug,/horse/rugs/shanga-white-ripstop-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935127326801,wild-horse-ic-duo-combo,IC Duo Combo Horse Rug by Wild Horse,/horse/rugs/wild-horse-ic-duo-combo,/horse/rugs/wild-horse-ic-duo-combo,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935127392337,zilco-aircon-combo,Zilco Horse Rug: Aircon Combo,/horse/rugs/zilco-aircon-combo,/horse/rugs/zilco-aircon-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935127425105,stadium-wool-rug,Stadium Show Rug Made Of Wool,/horse/rugs/stadium-wool-rug,/horse/rugs/stadium-wool-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935127457873,zilco-econostop-combo,Zilco Horse Rug: Econostop Combo,/horse/rugs/zilco-econostop-combo,/horse/rugs/zilco-econostop-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935127490641,zilco-explorer-100-combo,Zilco Explorer 100 Combo,/horse/rugs/zilco-explorer-100-combo,/horse/rugs/zilco-explorer-100-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935127523409,zilco-flag-combo,Flag Combo,/horse/rugs/zilco-flag-combo,/horse/rugs/flag/zilco-flag-combo,1,/horse/rugs/zilco-flag-combo,/horse/rugs/flag/zilco-flag-combo,/horse/rugs/flag,"[""/horse/rugs"",""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935128473681,zilco-guardian-rainsheet-combo,Zilco Guardian Rainsheet Combo,/horse/rugs/zilco-guardian-rainsheet-combo,/horse/rugs/zilco-guardian-rainsheet-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935129096273,zilco-supastop-combo,Zilco Horse Rug - Supastop Combo,/horse/rugs/zilco-supastop-combo,/horse/rugs/zilco-supastop-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935129882705,hamilton-canvas-neck-rug,Hamilton Show Rug With Canvas Neck,/horse/rugs/hamilton-canvas-neck-rug,/horse/rugs/hamilton-canvas-neck-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935129915473,eureka-mini-synthetic-rug,Synthetic Mini Rug - Eureka,/horse/rugs/eureka-mini-synthetic-rug,/horse/rugs/eureka-mini-synthetic-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935129948241,kentucky-horsewear-cooler-fleece-neck-rug,Kentucky Horsewear Fleece Cooler Neck Horse Rug,/horse/rugs/kentucky-horsewear-cooler-fleece-neck-rug,/horse/rugs/kentucky-horsewear-cooler-fleece-neck-rug,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935130013777,garrison-rainsheet-combo,Garrison Rainsheet Combo,/horse/rugs/garrison-rainsheet-combo,/horse/rugs/garrison-rainsheet-combo,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935130767441,kentucky-horsewear-cooler-fleece-rug,Kentucky Horsewear Fleece Cooler Rug,/horse/rugs/kentucky-horsewear-cooler-fleece-rug,/horse/rugs/kentucky-horsewear-cooler-fleece-rug,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935130865745,kentucky-horsewear-horse-bib-waterproof,Kentucky Horsewear Horse Bib Waterproof,/horse/rugs/accessories/kentucky-horsewear-horse-bib-waterproof,/horse/rugs/accessories/kentucky-horsewear-horse-bib-waterproof,,,,/horse/rugs/accessories,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935131193425,kentucky-riding-rug,Horse Riding Rug From Kentucky,/horse/rugs/kentucky-riding-rug,/horse/rugs/riding/kentucky-riding-rug,1,/horse/rugs/kentucky-riding-rug,/horse/rugs/riding/kentucky-riding-rug,/horse/rugs/riding,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935132078161,kentucky-sheepskin-rug-bib-wither-protection,Kentucky Sheepskin Rug Bib Wither Protection,/horse/rugs/accessories/kentucky-sheepskin-rug-bib-wither-protection,/horse/rugs/accessories/kentucky-sheepskin-rug-bib-wither-protection,,,,/horse/rugs/accessories,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935132995665,kentucky-summer-sheet-quick-dry,Kentucky Summer Sheet Quick Dry,/horse/rugs/summer/kentucky-summer-sheet-quick-dry,/horse/rugs/summer/kentucky-summer-sheet-quick-dry,,,,/horse/rugs/summer,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935133519953,shanga-lycra-skinny-hood-with-zip,Shanga Lycra Show Rug with Skinny Zip Hood,/horse/rugs/shanga-lycra-skinny-hood-with-zip,/horse/rugs/shanga-lycra-skinny-hood-with-zip,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935133945937,stadium-wool-hood,Stadium Wool Show Rug,/horse/rugs/stadium-wool-hood,/horse/rugs/stadium-wool-hood,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935134568529,wild-horse-replacement-leg-straps,Leg Straps for Wild Horse Rug Replacement,/horse/rugs/accessories/wild-horse-replacement-leg-straps,/horse/rugs/accessories/wild-horse-replacement-leg-straps,,,,/horse/rugs/accessories,"[""/horse/rugs"",""/horse""]",[],success,
gid://shopify/Product/6935134601297,wild-horse-ic-mesh-rug-hood,Wild Horse IC Mesh Rug & hood,/horse/rugs/wild-horse-ic-mesh-rug-hood,/horse/rugs/wild-horse-ic-mesh-rug-hood,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935134797905,wild-horse-ic-ripstop-combo,Combo Horse Rug - Wild Horse IC Ripstop,/horse/rugs/wild-horse-ic-ripstop-combo,/horse/rugs/wild-horse-ic-ripstop-combo,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935136010321,zilco-defender-cotton-combo,Zilco Cotton Defender Show Rug Combo,/horse/rugs/summer/zilco-defender-cotton-combo,/horse/rugs/zilco-defender-cotton-combo,1,/horse/rugs/summer/zilco-defender-cotton-combo,/horse/rugs/zilco-defender-cotton-combo,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935136206929,zilco-defender-cotton-rug,Defender Cotton Show Rug by Zilco,/horse/rugs/zilco-defender-cotton-rug,/horse/rugs/zilco-defender-cotton-rug,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935136796753,zilco-econo-air-combo,Zilco Econo Air Combo Horse Rug,/horse/rugs/zilco-econo-air-combo,/horse/rugs/zilco-econo-air-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935136862289,zilco-econo-hybrid-combo,Zilco Econo Hybrid Combo,/horse/rugs/zilco-econo-hybrid-combo,/horse/rugs/zilco-econo-hybrid-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935138467921,zilco-explorer-200-combo,Zilco Horse Rug: Explorer 200 Combo,/horse/rugs/zilco-explorer-200-combo,/horse/rugs/zilco-explorer-200-combo,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935138828369,defender-medium-combo,Defender Medium Combo,/horse/rugs/summer/defender-medium-combo,/horse/rugs/winter/defender-medium-combo,1,/horse/rugs/summer/defender-medium-combo,/horse/rugs/winter/defender-medium-combo,/horse/rugs/winter,"[""/horse/rugs"",""/horse""]",[],success,
gid://shopify/Product/6935139123281,kentucky-horsewear-horse-bib-summer,Kentucky Horsewear Horse Bib Summer,/horse/rugs/accessories/kentucky-horsewear-horse-bib-summer,/horse/rugs/accessories/kentucky-horsewear-horse-bib-summer,,,,/horse/rugs/accessories,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935139319889,kentucky-horsewear-horse-bib-winter,Kentucky Horsewear Horse Bib Winter,/horse/rugs/accessories/kentucky-horsewear-horse-bib-winter,/horse/rugs/accessories/kentucky-horsewear-horse-bib-winter,,,,/horse/rugs/accessories,"[""/horse/rugs"",""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935140663377,kentucky-under-rug-skin-friendly,Kentucky Horse Rug with Skin Friendly Under Layer,/horse/rugs/kentucky-under-rug-skin-friendly,/horse/rugs/kentucky-under-rug-skin-friendly,,,,/horse/rugs,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935140859985,kentucky-stable-rug-400g,Kentucky Horse Rug with 400g Stable Protection,/horse/rugs/kentucky-stable-rug-400g,/horse/stable/kentucky-stable-rug-400g,1,/horse/rugs/kentucky-stable-rug-400g,/horse/stable/kentucky-stable-rug-400g,/horse/stable,"[""/horse""]","[""/brands/kentucky""]",success,
gid://shopify/Product/6935141679185,lined-waler-canvas-rug,Canvas Rug - Lined 'Waler' Design,/horse/rugs/lined-waler-canvas-rug,/horse/rugs/lined-waler-canvas-rug,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935143055441,wild-horse-ic-ripstop-rug-with-hood-ears,Wild Horse IC Ripstop Rug with Hood & Ears,/horse/rugs/wild-horse-ic-ripstop-rug-with-hood-ears,/horse/rugs/wild-horse-ic-ripstop-rug-with-hood-ears,,,,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935143120977,unlined-waler-canvas-rug,Canvas 'Waler' Rug - Unlined,/horse/boots/unlined-waler-canvas-rug,/horse/rugs/unlined-waler-canvas-rug,1,/horse/boots/unlined-waler-canvas-rug,/horse/rugs/unlined-waler-canvas-rug,/horse/rugs,"[""/horse""]",[],success,
gid://shopify/Product/6935143743569,zilco-crusader-200-combo-red-navy,Zilco Crusader 200 Combo - Red/Navy,/horse/rugs/summer/zilco-crusader-200-combo-red-navy,/horse/rugs/winter/zilco-crusader-200-combo-red-navy,1,/horse/rugs/summer/zilco-crusader-200-combo-red-navy,/horse/rugs/winter/zilco-crusader-200-combo-red-navy,/horse/rugs/winter,"[""/horse/rugs"",""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935143841873,zilco-crusader-200-rug,Zilco Crusader 200 Rug,/horse/rugs/zilco-crusader-200-rug,/horse/rugs/winter/zilco-crusader-200-rug,1,/horse/rugs/zilco-crusader-200-rug,/horse/rugs/winter/zilco-crusader-200-rug,/horse/rugs/winter,"[""/horse/rugs"",""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935144398929,zilco-crusader-lite-rug,Zilco Horse Rug: Crusader Lite,/horse/rugs/summer/zilco-crusader-lite-rug,/horse/rugs/zilco-crusader-lite-rug,1,/horse/rugs/summer/zilco-crusader-lite-rug,/horse/rugs/zilco-crusader-lite-rug,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6935145316433,zilco-explorer-200-combo-navy,Zilco Horse Rug: Explorer 200 Combo in Navy,/horse/rugs/zilco-explorer-200-combo-navy,/horse/rugs/zilco-explorer-200-combo-navy,,,,/horse/rugs,"[""/horse""]","[""/brands/zilco""]",success,
gid://shopify/Product/6937007816785,aramis-riding-helmet,Aramis Riding Helmet,/rider/helmets/aramis-riding-helmet,/rider/helmets/aramis-riding-helmet,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937007849553,artemis-riding-helmet,Artemis Riding Helmet,/rider/helmets/artemis-riding-helmet,/rider/helmets/artemis-riding-helmet,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937008242769,charles-owen-ayr8-plus-leather-look,Charles Owen Ayr8 Plus - Faux Leather Finish,/rider/helmets/charles-owen-ayr8-plus-leather-look,/rider/helmets/charles-owen-ayr8-plus-leather-look,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937008341073,charles-owen-4-star-helmet,Charles Owen 4 Star Equestrian Helmet,/rider/helmets/charles-owen-4-star-helmet,/rider/helmets/charles-owen-4-star-helmet,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937008373841,charles-owen-halo-gloss,Charles Owen Halo - Glossy,/rider/helmets/charles-owen-halo-gloss,/rider/helmets/charles-owen-halo-gloss,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937008668753,charles-owen-fian,Charles Owen Fian Equestrian Helmet,/rider/helmets/charles-owen-fian,/rider/helmets/charles-owen-fian,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937009061969,charles-owen-halo-matte,Charles Owen Matte Halo Helmet,/rider/helmets/charles-owen-halo-matte,/rider/helmets/charles-owen-halo-matte,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937009225809,charles-owen-halo-matte-mips,Charles Owen Matte MIPS Halo Helmet,/rider/helmets/charles-owen-halo-matte-mips,/rider/helmets/charles-owen-halo-matte-mips,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937009422417,charles-owen-hampton-hat-round,Round Charles Owen Hampton Hat.,/rider/helmets/charles-owen-hampton-hat-round,/rider/helmets/charles-owen-hampton-hat-round,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937009651793,charles-owen-pro-ii-plus-helmet,Charles Owen Pro II Plus KEP Horse Riding Helmet,/rider/helmets/charles-owen-pro-ii-plus-helmet,/rider/helmets/charles-owen-pro-ii-plus-helmet,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937009782865,charles-owen-hampton-hat,Charles Owen Hampton Riding Hat,/rider/helmets/charles-owen-hampton-hat,/rider/helmets/charles-owen-hampton-hat,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937009913937,kask-cavalleria-toscana-logo-helmet,Toscana Logo Helmet By KASK For Horse Riding,/rider/helmets/kask-cavalleria-toscana-logo-helmet,/rider/helmets/kask-cavalleria-toscana-logo-helmet,,,,/rider/helmets,"[""/rider""]","[""/brands/cavalleria-toscana""]",success,
gid://shopify/Product/6937010667601,kask-dogma-hunter,Hunter Dogma KASK Horse Riding Helmet,/rider/helmets/kask-dogma-hunter,/rider/helmets/kask-dogma-hunter,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937010765905,kask-helmet-inner-padding,Inner Padding for KASK Horse Riding Helmet,/rider/helmets/kask-helmet-inner-padding,/rider/helmets/kask-helmet-inner-padding,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937010798673,kask-lady-fit-system,KASK Lady Fit Horse Riding Helmet System,/rider/helmets/kask-lady-fit-system,/rider/helmets/kask-lady-fit-system,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937010831441,kask-lateral-inserts,Lateral Inserts by KASK Horse Riding Helmet,/rider/helmets/kask-lateral-inserts,/rider/helmets/kask-lateral-inserts,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937010864209,kask-new-inner-padding,New Inner Padding KASK Horse Riding Helmet,/rider/helmets/kask-new-inner-padding,/rider/helmets/kask-new-inner-padding,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937010929745,kask-star-lady-everyrose-limited-edition-swarovski-amethyst,Clearance - KASK Horse Riding Helmet: Limited Edition Star Lady Everyrose Swarovski Amethyst,/rider/helmets/kask-star-lady-everyrose-limited-edition-swarovski-amethyst,/rider/helmets/kask-star-lady-everyrose-limited-edition-swarovski-amethyst,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937010962513,kask-star-lady,KASK Star Lady,/rider/helmets/kask-star-lady,/rider/helmets/kask-star-lady,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937010995281,kask-star-lady-pure-shine,Pure Shine Star Lady KASK Horse Riding Helmet,/rider/helmets/kask-star-lady-pure-shine,/rider/helmets/kask-star-lady-pure-shine,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937011257425,kooki-helmet-matt,Matt KOOKI Helmet - KASK Horse Riding Helmet,/rider/helmets/kooki-helmet-matt,/rider/helmets/kooki-helmet-matt,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937011290193,kask-star-lady-hunter,KASK Hunter Star Lady Horse Riding Helmet,/rider/helmets/kask-star-lady-hunter,/rider/helmets/kask-star-lady-hunter,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937011322961,kooki-helmet-shine,KASK Horse Riding Helmet - KOOKI Shine,/rider/helmets/kooki-helmet-shine,/rider/helmets/kooki-helmet-shine,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937011421265,kooki-lady-helmet-matt,Matt KOOKI Lady Helmet - KASK Horse Riding Helmet,/rider/helmets/kooki-lady-helmet-matt,/rider/helmets/kooki-lady-helmet-matt,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937011454033,oscar-lite-sports-helmet,Oscar Lite Sports Helmet,/rider/helmets/oscar-lite-sports-helmet,/rider/helmets/oscar-lite-sports-helmet,,,,/rider/helmets,"[""/rider""]",[],success,
gid://shopify/Product/6937011486801,oscar-quartz-helmet,Oscar Quartz Helmet,/rider/helmets/oscar-quartz-helmet,/rider/helmets/oscar-quartz-helmet,,,,/rider/helmets,"[""/rider""]","[""/brands/the-equestrian""]",success,
gid://shopify/Product/6937011552337,samshield-miss-shield-chevron-top,Samshield Miss Shield - Chevron Top,/rider/helmets/samshield-miss-shield-chevron-top,/rider/helmets/samshield-miss-shield-chevron-top,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield"",""/brands/the-equestrian""]",success,
gid://shopify/Product/6937011585105,samshield-miss-shield,Samshield Miss Shield,/rider/helmets/samshield-miss-shield,/rider/helmets/samshield-miss-shield,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield""]",success,
gid://shopify/Product/6937011617873,samshield-miss-shield-flower-swarovski,Samshield Miss Shield - Flower Swarovski,/rider/helmets/samshield-miss-shield-flower-swarovski,/rider/helmets/samshield-miss-shield-flower-swarovski,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield"",""/brands/the-equestrian""]",success,
gid://shopify/Product/6937011650641,samshield-miss-shield-crystal-top,Samshield Miss Shield - Crystal Top,/rider/helmets/samshield-miss-shield-crystal-top,/rider/helmets/samshield-miss-shield-crystal-top,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield"",""/brands/the-equestrian""]",success,
gid://shopify/Product/6937011683409,samshield-miss-shield-front-band-sparkling,Sparkling Samshield Miss Shield with Front Band,/rider/helmets/samshield-miss-shield-front-band-sparkling,/rider/helmets/samshield-miss-shield-front-band-sparkling,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield""]",success,
gid://shopify/Product/6937011748945,samshield-miss-shield-bling-band-flower-swarovski,Samshield Miss Shield Bling Band -Flower Swarovski,/rider/helmets/samshield-miss-shield-bling-band-flower-swarovski,/rider/helmets/samshield-miss-shield-bling-band-flower-swarovski,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield"",""/brands/the-equestrian""]",success,
gid://shopify/Product/6937011781713,samshield-miss-shield-crystal-comet,Samshield Miss Shield Crystal Comet,/rider/helmets/samshield-miss-shield-crystal-comet,/rider/helmets/samshield-miss-shield-crystal-comet,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield""]",success,
gid://shopify/Product/6937011814481,samshield-miss-shield-flower-swarovski-limited-edition,Samshield Miss Shield Flower Swarovski Limited Edition,/rider/helmets/samshield-miss-shield-flower-swarovski-limited-edition,/rider/helmets/samshield-miss-shield-flower-swarovski-limited-edition,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield""]",success,
gid://shopify/Product/6937011880017,samshield-miss-shield-glossy,Samshield Miss Shield Glossy,/rider/helmets/samshield-miss-shield-glossy,/rider/helmets/samshield-miss-shield-glossy,,,,/rider/helmets,"[""/rider""]","[""/brands/samshield"",""/brands/the-equestrian""]",success,
