trailrace_item_id,trailrace_title,trailrace_price_aud,trailrace_clicks,trailrace_impressions,trailrace_cost_aud,trailrace_conversion_value_aud,trailrace_roas,trailrace_paid_label
shopify_au_7991725687003_44007647412443,Samshield Clara Full Grip Breeches,465.0,13,590.0,11.9,20.63,1.73,tr_c
shopify_au_8322064416987_45112062509275,Samshield Diane Full Grip Breeches - SS24 Chocolate / 38,499.0,9,462.0,5.87,20.63,3.51,tr_c
shopify_au_8840310456539_46645904015579,Samshield Sun Long Sleeve Training Polo - SS25 Cosmic Blue / Large,250.0,2,83.0,1.1,20.63,18.75,tr_c
shopify_au_7711623315675_42916393353435,Stella Sweat Shirt | Samshield Anthracite / Extra Small,290.0,3,323.0,6.82,20.04,2.94,tr_c
shopify_au_7991725555931_44007646691547,Samshield Berenice Zip Hoodie Powder Pink / Medium,319.0,2,117.0,8.07,20.04,2.48,tr_c
shopify_au_9287104266459_48590213841115,Samshield Evelya Zip Traning Top - SS26 Navy / Medium,225.0,1,81.0,13.04,20.04,1.54,tr_c
shopify_au_490578313239_4031001886743,Rubber Grip Reins | Equipe Brown / Cob,169.95,1,76.0,0.62,19.39,31.27,tr_c
shopify_au_7137100791996_48104846524635,Equipe EK26 Special Jump Saddle Brown / 17L / M M,7795.0,14,429.0,1.61,18.99,11.8,tr_c
shopify_au_8181884813531_44513168720091,Samshield Miss Shield 2.0 Helmet - Crystal Leaf Navy / Medium,1665.0,26,0.0,15.59,18.95,1.22,tr_c
shopify_au_8878736474331_46765936902363,Samshield Miss Glossy 2.0 - Crystal Bloom Navy / Medium,1498.0,17,0.0,18.87,18.95,1.0,tr_c
shopify_au_9287291273435_48591099035867,Samshield Miss Shadowmatt 2.0 - Flower Jewellery Front Band Navy / Medium,1198.0,6,610.0,12.37,18.95,1.53,tr_c
shopify_au_1414351716375_12571749613591,Roeckl Grip Glove - Equestrian Horse Riding Glove Black / 8.5,99.95,2,201.0,0.02,18.67,933.5,tr_c
shopify_au_8148605370587_44427484168411,Samshield Shadowmatt 2.0 Helmet Black / Large,799.0,24,0.0,36.62,18.16,0.5,tr_c
shopify_au_490568712215_4030838702103,Breast Plate | Equipe Red Brown / Cob,399.95,8,756.0,3.09,15.75,5.1,tr_c
shopify_au_8788772552923_46447664922843,ThinLine Diamond Line Endurance Pad Black / Standard,529.95,4,495.0,9.12,15.53,1.7,tr_c
shopify_au_7092595130556_45978249396443,Equipe Emporio Jump Saddle Brown / 17.5N / M,3995.0,15,0.0,5.09,14.94,2.94,tr_c
shopify_au_8636864233691_45866553671899,Leovet Leather Quick & Easy,16.95,1,29.0,1.7,13.96,8.21,tr_c
shopify_au_7865000362203_43510143615195,Breast Plate Pressure pad - Fleece,16.95,4,134.0,2.14,13.34,6.23,tr_c
shopify_au_8840310816987_46645905326299,Samshield Phoebe Pull Over - SS25 Celestial Blue / Medium,210.0,5,83.0,4.19,13.28,3.17,tr_c
shopify_au_6640150085820_39551657705660,Horse Razors Bulk Buy,15.95,7,398.0,4.86,13.05,2.69,tr_c
shopify_au_8840183316699_46645506506971,Samshield Brunella Long Sleeve Training Polo - SS25 Black / Small,300.0,3,29.0,4.42,12.43,2.81,tr_c
shopify_au_8098887467227_47957743665371,KASK Star Lady - WG11 Black / 57cm-59cm,1050.0,22,0.0,25.77,12.08,0.47,tr_c
shopify_au_8322064416987_45112062574811,Samshield Diane Full Grip Breeches - SS24 Chocolate / 42,499.0,1,62.0,2.9,11.98,4.13,tr_c
shopify_au_7879949713627_43582994579675,Samshield Erina Long Sleeve Training Polo Navy / Extra Small,175.0,2,110.0,0.47,11.94,25.4,tr_c
shopify_au_7894818390235_43679757762779,Samshield Evy Glossy Long Sleeve Base Layer Navy / Large,229.0,3,173.0,2.69,11.94,4.44,tr_c
shopify_au_8077086458075_44228241817819,Samshield Axelle Script T-Shirt Navy / Medium,145.0,3,151.0,1.02,11.94,11.71,tr_c
shopify_au_8322073526491_45112100258011,Samshield Bruna Training Polo - SS24 Navy / Extra Large,249.0,2,100.0,1.0,11.94,11.94,tr_c
shopify_au_8840183316699_46645507227867,Samshield Brunella Long Sleeve Training Polo - SS25 Black / Medium,300.0,2,98.0,1.76,11.94,6.78,tr_c
shopify_au_9014729965787_47818113319131,Samshield Brunella Training Shirt - FW25 Moonless Night / Extra Large,295.0,1,35.0,1.02,11.94,11.71,tr_c
shopify_au_9287104299227_48590213939419,Samshield Bella Crystal Ferna Training Top - SS26 Navy / Medium,259.0,1,36.0,2.35,11.94,5.08,tr_c
shopify_au_9287104299227_48590214004955,Samshield Bella Crystal Ferna Training Top - SS26 Navy / Extra Large,259.0,1,7.0,0.38,11.94,31.42,tr_c
shopify_au_7148286771388_45980213739739,Equipe Synergy Special Jump Saddle Black / 17.5N / +1R M,6295.0,3,245.0,1.73,11.47,6.63,tr_c
shopify_au_1461358886935_12782178566167,Eurofit Dressage Saddle Pad | Mattes Medium,399.0,16,0.0,18.25,11.4,0.62,tr_c
shopify_au_8322072674523_45112096030939,Samshield Aloise Boreal Competition Polo - SS24 White / Large,260.0,20,0.0,19.73,10.92,0.55,tr_c
shopify_au_4355565551674_31212990103610,Horse Boots | Mattes Graphite / Rear / Medium,129.95,8,0.0,7.47,10.0,1.34,tr_c
shopify_au_490575527959_4030944182295,Emporio Reins | Equipe Black / Full,114.95,2,350.0,0.3,7.87,26.23,tr_c
shopify_au_7486821925083_47208074445019,Equipe Extreme Special Jump Saddle Brown / 17N / M M,7495.0,5,941.0,0.91,7.53,8.27,tr_c
shopify_au_7137092272316_48723313033435,Equipe EKGO Special Jump Saddle Brown / 17N / M M,7795.0,8,876.0,2.72,7.52,2.76,tr_c
shopify_au_7137237696700_46095865512155,Equipe Expression Special Jump Saddle Brown / 17L / +1R M,5295.0,51,0.0,20.7,7.52,0.36,tr_c
shopify_au_7678676009179_44083459260635,Equipe Allegra Jump Saddle Black / 17L / +1R M,8495.0,17,0.0,6.34,7.52,1.19,tr_c
shopify_au_480694927383_3864242192407,Riding Helmet - SP8 | Charles Owen Black / 56cm,735.0,17,0.0,8.28,7.4,0.89,tr_c
shopify_au_7137451114684_40843161993404,Charles Owen Halo Matte MIPS - Clearance Black/Rose Gold / Large,849.0,36,0.0,14.82,7.4,0.5,tr_c
shopify_au_8951227285723_47869572743387,Samshield Miss Glossy 2.0 - Tiara Front Band Black / Small,1198.0,21,0.0,29.55,4.21,0.14,tr_c
shopify_au_9183721881819_48356262314203,Samshield Miss Shield 2.0 - Tiara Front Band Navy / Small,1198.0,17,0.0,13.28,3.95,0.3,tr_c
shopify_au_3962292371479_29502465409047,Ear Bonnet | Mattes Medium / Taupe,99.95,6,909.0,8.49,3.8,0.45,tr_c
shopify_au_7137092272316_46149495226587,Equipe EKGO Special Jump Saddle Brown / 17L / +1 M,7795.0,5,788.0,1.75,3.72,2.13,tr_c
shopify_au_7447614718171_42061971914971,Bungee Trailer Tie Panic Snap,23.95,5,292.0,2.79,2.96,1.06,tr_c
shopify_au_8840183808219_46645510209755,Samshield Dalia Full Grip Breeches - SS25 Black / 38,450.0,2,83.0,0.75,1.73,2.31,tr_c
shopify_au_6225795416252_37924558831804,Metalab SS Rubber Spur - Soft Touch 20mm Medium,109.95,4,458.0,1.3,1.67,1.28,tr_c
shopify_au_7096093475004_40704970162364,Lami-Cell V22 Tendon Boots Brown / Medium,169.95,12,588.0,13.22,1.5,0.11,tr_c
shopify_au_7861313470683_43494194282715,Kentucky Horsewear Moonboots Air X Elastic Brown / Medium,289.95,2,295.0,2.06,1.5,0.73,tr_c
shopify_au_7944630075611_43880043479259,No Rub | Leovet,37.95,4,289.0,1.52,1.5,0.99,tr_c
shopify_au_8746336977115_46290882855131,Equipe Leather Dressage Girth Rose GH19 Black / 70cm,389.95,5,544.0,1.11,1.19,1.07,tr_c
shopify_au_8685853999323_46031052996827,Samshield Lara Training Polo- FW24 Navy / Large,255.0,3,149.0,4.74,0.98,0.21,tr_c
shopify_au_7969485029595_43959171449051,Velvet Brushing Boots | Kentucky Horsewear Bordeaux / Medium,189.95,8,557.0,11.45,0.95,0.08,tr_c
shopify_au_4539279867962_31896124325946,Thinline Halter Padding Full,49.95,7,562.0,3.26,0.82,0.25,tr_c
shopify_au_7873351254235_43562488791259,Thinline 2 Piece Halter Cheek Liner Brown,41.95,3,242.0,1.33,0.82,0.62,tr_c
shopify_au_480694927383_3864242225175,Charles Owen Riding Helmet | Size 57cm | Trailrace,735.0,5,807.0,6.94,0.67,0.1,tr_c
shopify_au_8685853802715_46031052177627,Samshield Louison Crystal Short Sleeve Competition Shirt-FW24 White / Large,259.0,12,582.0,17.43,0.67,0.04,tr_c
shopify_au_4382051893306_43547451228379,Western Ranch Pad- Round | ThinLine Brown,419.95,4,705.0,5.97,0.55,0.09,tr_c
shopify_au_4548323541050_31955920289850,ThinLine Endurance Wax Tough Rider Pad Black,489.95,4,348.0,1.19,0.55,0.46,tr_c
shopify_au_7439038120155_42039148413147,Samshield Chamonix Down Vest Boysenberry / Medium,289.95,3,154.0,2.45,0.49,0.2,tr_c
shopify_au_7711623315675_42910859690203,Stella Sweat Shirt | Samshield Light Navy / Small,290.0,6,257.0,8.64,0.49,0.06,tr_c
shopify_au_7991724343515_44007639580891,Samshield Alpha Knee Grip Breeches Stone Grey / 38,429.0,21,900.0,13.32,0.49,0.04,tr_c
shopify_au_8108268454107_44328643231963,Samshield Clara Full Grip Breeches White / 44,510.0,2,102.0,4.41,0.49,0.11,tr_c
shopify_au_8108271108315_44328712995035,Samshield Deltana Full Grip Breeches White / 40,405.0,18,821.0,20.3,0.49,0.02,tr_c
shopify_au_8322073526491_45112100094171,Samshield Bruna Training Polo - SS24 Magnet / Extra Large,249.0,1,37.0,2.96,0.49,0.17,tr_c
shopify_au_9287104299227_48590214037723,Samshield Bella Crystal Ferna Training Top - SS26 Light Grey / Extra Small,259.0,1,2.0,3.66,0.49,0.13,tr_c
shopify_au_7984230432987_43992614502619,Aintree Tail Bandage Black,14.95,2,85.0,4.42,0.47,0.11,tr_c
