issue_type,priority,Source,source_path,Destination,dest_path,recommended_url,Anchor,Status Code,Status,Link Position,Link Origin,Link Path,source_class,unique_sources_for_dest,old_path,new_path,origin
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-eggbutt-bradoon-mchardy,/horse/bits/bombers-eggbutt-bradoon-mchardy,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-classic-dee-ultra-comfy-lock-up,/horse/bits/bombers-classic-dee-ultra-comfy-lock-up,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/sprenger-eggbutt-gag-mullen-hard-carbon,/horse/bits/sprenger-eggbutt-gag-mullen-hard-carbon,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-eggbutt-snaffle-cable,/horse/bits/bombers-eggbutt-snaffle-cable,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/accessories/bitbutter-bit-balm-softening-balm,/horse/bits/accessories/bitbutter-bit-balm-softening-balm,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/trust-pony-eggbutt-eliptical,/horse/bits/trust-pony-eggbutt-eliptical,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-blue-loose-ring,/horse/bits/bombers-blue-loose-ring,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-eggbutt-flexible-mullen,/horse/bits/bombers-eggbutt-flexible-mullen,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-eggbutt-mchardy,/horse/bits/bombers-eggbutt-mchardy,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/trust-dee-inno-sense-port-medium,/horse/bits/trust-dee-inno-sense-port-medium,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-loose-ring-bradoon-ported-barrel,/horse/bits/bombers-loose-ring-bradoon-ported-barrel,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/sprenger-ho-weymouth-sensogan,/horse/bits/sprenger-ho-weymouth-sensogan,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/trust-baby-pelham-flexisoft,/horse/bits/trust-baby-pelham-flexisoft,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-dc-dressage-happy-tongue-straight-swivel,/horse/bits/bombers-dc-dressage-happy-tongue-straight-swivel,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/trust-pelham-leather,/horse/bits/trust-pelham-leather,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-eggbutt-buster-roller,/horse/bits/bombers-eggbutt-buster-roller,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/sprenger-dynamic-rs-loose-ring-snaffle-double-joint,/horse/bits/sprenger-dynamic-rs-loose-ring-snaffle-double-joint,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-eggbutt-snaffle-ultra-comfy-lock-up,/horse/bits/bombers-eggbutt-snaffle-ultra-comfy-lock-up,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-eggbutt-happy-tongue,/horse/bits/bombers-eggbutt-happy-tongue,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/zilco-explorer-100-combo,/horse/rugs/zilco-explorer-100-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bits/bombers-williams-mchardy,/horse/bits/bombers-williams-mchardy,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/kentucky-show-rug-160g,/horse/rugs/kentucky-show-rug-160g,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bonnets/fly-masks/shanga-bug-rug-recovery-head-piece,/horse/bonnets/fly-masks/shanga-bug-rug-recovery-head-piece,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/accessories/kentucky-sheepskin-rug-bib-chest-protection,/horse/rugs/accessories/kentucky-sheepskin-rug-bib-chest-protection,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/riding/kentucky-riding-rug,/horse/rugs/riding/kentucky-riding-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/wild-horse-ic-duo-combo,/horse/rugs/wild-horse-ic-duo-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-airflow-combo,/horse/rugs/shanga-airflow-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/summer/shanga-light-mesh-set,/horse/rugs/summer/shanga-light-mesh-set,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/summer/kentucky-summer-sheet-quick-dry,/horse/rugs/summer/kentucky-summer-sheet-quick-dry,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-econo-ripstop-combo,/horse/rugs/shanga-econo-ripstop-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-stable-rug,/horse/rugs/shanga-stable-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/accessories/kentucky-rug-tail-cord,/horse/rugs/accessories/kentucky-rug-tail-cord,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/garrison-rainsheet-combo,/horse/rugs/garrison-rainsheet-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/stadium-wool-rug,/horse/rugs/stadium-wool-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/eureka-mini-synthetic-combo,/horse/rugs/eureka-mini-synthetic-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/zilco-aircon-combo,/horse/rugs/zilco-aircon-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/veterinary/007-mineral-salt-blocks,/horse/veterinary/007-mineral-salt-blocks,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/accessories/kentucky-horsewear-horse-bib-waterproof,/horse/rugs/accessories/kentucky-horsewear-horse-bib-waterproof,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/kentucky-horsewear-heavy-fleece-rug,/horse/rugs/kentucky-horsewear-heavy-fleece-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/kentucky-horsewear-cooler-fleece-rug,/horse/rugs/kentucky-horsewear-cooler-fleece-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/kentucky-stable-rug-0g,/horse/rugs/kentucky-stable-rug-0g,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/kentucky-horsewear-mesh-cooler-combo,/horse/rugs/kentucky-horsewear-mesh-cooler-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/flag/zilco-flag-combo,/horse/rugs/flag/zilco-flag-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/racing,/horse/racing,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-ripstop-combo,/horse/rugs/shanga-ripstop-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/zilco-supastop-combo,/horse/rugs/zilco-supastop-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bonnets,/horse/bonnets,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/bonnets/fly-masks/kentucky-horsewear-mesh-fly-combo,/horse/bonnets/fly-masks/kentucky-horsewear-mesh-fly-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/zilco-econostop-combo,/horse/rugs/zilco-econostop-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/boots/therapy/kentucky-horsewear-magnetic-rug-recuptex,/horse/boots/therapy/kentucky-horsewear-magnetic-rug-recuptex,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/kentucky-horsewear-velvet-show-rug,/horse/rugs/kentucky-horsewear-velvet-show-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/veterinary,/horse/veterinary,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-bug-rug-recovery-combo,/horse/rugs/shanga-bug-rug-recovery-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-white-ripstop-rug,/horse/rugs/shanga-white-ripstop-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/collar-check-rug-hood-and-tail-bag-set,/horse/rugs/collar-check-rug-hood-and-tail-bag-set,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/halters,/horse/halters,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-towel-rug,/horse/rugs/shanga-towel-rug,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/stock-western,/horse/stock-western,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/brands/kentucky,/brands/kentucky,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/rain,/horse/rugs/rain,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/wild-horse-ic-ripstop-combo,/horse/rugs/wild-horse-ic-ripstop-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/training,/horse/training,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/zilco-econo-hybrid-combo,/horse/rugs/zilco-econo-hybrid-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/zilco-explorer-200-combo,/horse/rugs/zilco-explorer-200-combo,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/accessories,/horse/rugs/accessories,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/stadium-wool-hood,/horse/rugs/stadium-wool-hood,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/shanga-lycra-skinny-hood-with-zip,/horse/rugs/shanga-lycra-skinny-hood-with-zip,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/wild-horse-ic-mesh-rug-hood,/horse/rugs/wild-horse-ic-mesh-rug-hood,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/hoods,/horse/rugs/hoods,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/cotton,/horse/rugs/cotton,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/tail-protectors,/horse/rugs/tail-protectors,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/riding,/horse/rugs/riding,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/brands/ariat,/brands/ariat,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/dyon-new-english-5-8-full-leather-double-bridle-reins-with-loops-black-full,/horse/tack/reins/dyon-new-english-5-8-full-leather-double-bridle-reins-with-loops-black-full,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/rugs/flag,/horse/rugs/flag,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/brands/prestige,/brands/prestige,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/nylon-side-reins-with-elastic,/horse/tack/reins/nylon-side-reins-with-elastic,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/dyon-d-collection-reins-5-8-rubber-reins-brown,/horse/tack/reins/dyon-d-collection-reins-5-8-rubber-reins-brown,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-vivid-cotton-hack-pink,/horse/tack/reins/reins-vivid-cotton-hack-pink,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-padded-leather-aintree-black-only,/horse/tack/reins/reins-padded-leather-aintree-black-only,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/loop-end-race-reins,/horse/tack/reins/loop-end-race-reins,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
